;CustomerID;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFMScore;Customer_Segmentation;CompanyName;ContactName;ContactTitle;Address;City;Country;Phone;OrderID;EmployeeID;OrderDate;RequiredDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipCountry;ProductID;UnitPrice_x;Quantity;Discount;ProductName;SupplierID;CategoryID;QuantityPerUnit;UnitPrice_y;UnitsInStock;UnitsOnOrder;ReorderLevel;Discontinued;recentpurchasedate;TotalSales
803;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10646;9;1997-08-27 00:00:00;1997-10-08 00:00:00;3;142,33;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;71;21.5;30;0.25;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1997-08-27;638.0
799;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10373;4;1996-12-05 00:00:00;1997-01-02 00:00:00;3;124,12;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;58;10.6;80;0.2;Escargots de Bourgogne;27;8;24 pieces;13.25;62;0;20;False;1996-12-05;832.0
805;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10380;8;1996-12-12 00:00:00;1997-01-09 00:00:00;3;35,03;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;70;12.0;30;0.0;Outback Lager;7;1;24 - 355 ml bottles;15.0;15;10;30;False;1996-12-12;360.0
804;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10701;6;1997-10-13 00:00:00;1997-10-27 00:00:00;3;220,31;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;71;21.5;20;0.15;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1997-10-13;427.0
814;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;11063;3;1998-04-30 00:00:00;1998-05-28 00:00:00;2;81,73;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;40;18.4;40;0.1;Boston Crab Meat;19;8;24 - 4 oz tins;18.4;123;0;30;False;1998-04-30;732.0
813;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10309;3;1996-09-19 00:00:00;1996-10-17 00:00:00;1;47,3;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;43;36.8;20;0.0;Ipoh Coffee;20;1;16 - 500 g tins;46.0;17;10;25;False;1996-09-19;736.0
812;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10912;2;1998-02-26 00:00:00;1998-03-26 00:00:00;2;580,91;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;11;21.0;40;0.25;Queso Cabrales;5;4;1 kg pkg.;21.0;22;30;30;False;1998-02-26;830.0
811;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10985;2;1998-03-30 00:00:00;1998-04-27 00:00:00;1;91,51;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;32;32.0;35;0.1;Mascarpone Fabioli;14;4;24 - 200 g pkgs.;32.0;9;40;25;False;1998-03-30;1116.0
815;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;11063;3;1998-04-30 00:00:00;1998-05-28 00:00:00;2;81,73;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;34;14.0;30;0.0;Sasquatch Ale;16;1;24 - 12 oz bottles;14.0;111;0;15;False;1998-04-30;420.0
809;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10380;8;1996-12-12 00:00:00;1997-01-09 00:00:00;3;35,03;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;60;27.2;6;0.1;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1996-12-12;163.0
808;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10516;2;1997-04-24 00:00:00;1997-05-22 00:00:00;3;62,78;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;42;14.0;20;0.0;Singaporean Hokkien Fried Mee;20;5;32 - 1 kg pkgs.;14.0;26;0;0;True;1997-04-24;280.0
807;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10309;3;1996-09-19 00:00:00;1996-10-17 00:00:00;1;47,3;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;42;11.2;2;0.0;Singaporean Hokkien Fried Mee;20;5;32 - 1 kg pkgs.;14.0;26;0;0;True;1996-09-19;22.0
806;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10503;6;1997-04-11 00:00:00;1997-05-09 00:00:00;2;16,74;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;14;23.25;70;0.0;Tofu;6;7;40 - 100 g pkgs.;23.25;35;0;0;False;1997-04-11;1628.0
810;HUNGO;6;55;57109.0;4;4;4;444;Loyal Customers;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;8 Johnstown Road;Cork;Ireland;2967 542;10335;7;1996-10-22 00:00:00;1996-11-19 00:00:00;2;42,11;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Ireland;32;25.6;6;0.2;Mascarpone Fabioli;14;4;24 - 200 g pkgs.;32.0;9;40;25;False;1996-10-22;152.0
858;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10933;6;1998-03-06 00:00:00;1998-04-03 00:00:00;3;54,15;Island Trading;Garden House Crowther Way;Cowes;UK;53;32.8;2;0.0;Perth Pasties;24;6;48 pieces;32.8;0;0;0;True;1998-03-06;66.0
868;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10829;9;1998-01-13 00:00:00;1998-02-10 00:00:00;1;154,72;Island Trading;Garden House Crowther Way;Cowes;UK;8;40.0;20;0.0;Northwoods Cranberry Sauce;3;2;12 - 12 oz jars;40.0;6;0;0;False;1998-01-13;800.0
867;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10674;4;1997-09-18 00:00:00;1997-10-16 00:00:00;2;0,9;Island Trading;Garden House Crowther Way;Cowes;UK;23;9.0;5;0.0;Tunnbrod;9;5;12 - 250 g pkgs.;9.0;61;0;25;False;1997-09-18;45.0
866;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10621;4;1997-08-05 00:00:00;1997-09-02 00:00:00;2;23,73;Island Trading;Garden House Crowther Way;Cowes;UK;23;9.0;10;0.0;Tunnbrod;9;5;12 - 250 g pkgs.;9.0;61;0;25;False;1997-08-05;90.0
865;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10798;2;1997-12-26 00:00:00;1998-01-23 00:00:00;1;2,33;Island Trading;Garden House Crowther Way;Cowes;UK;62;49.3;2;0.0;Tarte au sucre;29;3;48 pies;49.3;17;0;0;False;1997-12-26;99.0
864;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10933;6;1998-03-06 00:00:00;1998-04-03 00:00:00;3;54,15;Island Trading;Garden House Crowther Way;Cowes;UK;61;28.5;30;0.0;Sirop d'orable;29;2;24 - 500 ml bottles;28.5;113;0;25;False;1998-03-06;855.0
863;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10321;3;1996-10-03 00:00:00;1996-10-31 00:00:00;2;3,43;Island Trading;Garden House Crowther Way;Cowes;UK;35;14.4;10;0.0;Steeleye Stout;16;1;24 - 12 oz bottles;18.0;20;0;15;False;1996-10-03;144.0
862;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10318;8;1996-10-01 00:00:00;1996-10-29 00:00:00;2;4,73;Island Trading;Garden House Crowther Way;Cowes;UK;41;7.7;20;0.0;Jack's New England Clam Chowder;19;8;12 - 12 oz cans;9.65;85;0;10;False;1996-10-01;154.0
861;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10749;4;1997-11-20 00:00:00;1997-12-18 00:00:00;2;61,53;Island Trading;Garden House Crowther Way;Cowes;UK;56;38.0;15;0.0;Gnocchi di nonna Alice;26;5;24 - 250 g pkgs.;38.0;21;10;30;False;1997-11-20;570.0
859;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10473;1;1997-03-13 00:00:00;1997-03-27 00:00:00;3;16,37;Island Trading;Garden House Crowther Way;Cowes;UK;33;2.0;12;0.0;Geitost;15;4;500 g;2.5;112;0;20;False;1997-03-13;24.0
857;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10315;4;1996-09-26 00:00:00;1996-10-24 00:00:00;2;41,76;Island Trading;Garden House Crowther Way;Cowes;UK;34;11.2;14;0.0;Sasquatch Ale;16;1;24 - 12 oz bottles;14.0;111;0;15;False;1996-09-26;157.0
860;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10829;9;1998-01-13 00:00:00;1998-02-10 00:00:00;1;154,72;Island Trading;Garden House Crowther Way;Cowes;UK;2;19.0;10;0.0;Chang;1;1;24 - 12 oz bottles;19.0;17;40;25;False;1998-01-13;190.0
855;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10621;4;1997-08-05 00:00:00;1997-09-02 00:00:00;2;23,73;Island Trading;Garden House Crowther Way;Cowes;UK;19;9.2;5;0.0;Teatime Chocolate Biscuits;8;3;10 boxes x 12 pieces;9.2;25;0;5;False;1997-08-05;46.0
856;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10798;2;1997-12-26 00:00:00;1998-01-23 00:00:00;1;2,33;Island Trading;Garden House Crowther Way;Cowes;UK;72;34.8;10;0.0;Mozzarella di Giovanni;14;4;24 - 200 g pkgs.;34.8;14;0;0;False;1997-12-26;348.0
846;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10318;8;1996-10-01 00:00:00;1996-10-29 00:00:00;2;4,73;Island Trading;Garden House Crowther Way;Cowes;UK;76;14.4;6;0.0;Lakkalikori;23;1;500 ml;18.0;57;0;20;False;1996-10-01;86.0
848;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10749;4;1997-11-20 00:00:00;1997-12-18 00:00:00;2;61,53;Island Trading;Garden House Crowther Way;Cowes;UK;59;55.0;6;0.0;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1997-11-20;330.0
849;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10473;1;1997-03-13 00:00:00;1997-03-27 00:00:00;3;16,37;Island Trading;Garden House Crowther Way;Cowes;UK;71;17.2;12;0.0;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1997-03-13;206.0
850;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10621;4;1997-08-05 00:00:00;1997-09-02 00:00:00;2;23,73;Island Trading;Garden House Crowther Way;Cowes;UK;71;21.5;15;0.0;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1997-08-05;322.0
847;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10749;4;1997-11-20 00:00:00;1997-12-18 00:00:00;2;61,53;Island Trading;Garden House Crowther Way;Cowes;UK;76;18.0;10;0.0;Lakkalikori;23;1;500 ml;18.0;57;0;20;False;1997-11-20;180.0
852;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10621;4;1997-08-05 00:00:00;1997-09-02 00:00:00;2;23,73;Island Trading;Garden House Crowther Way;Cowes;UK;70;15.0;20;0.0;Outback Lager;7;1;24 - 355 ml bottles;15.0;15;10;30;False;1997-08-05;300.0
853;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10829;9;1998-01-13 00:00:00;1998-02-10 00:00:00;1;154,72;Island Trading;Garden House Crowther Way;Cowes;UK;60;34.0;21;0.0;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1998-01-13;714.0
854;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10829;9;1998-01-13 00:00:00;1998-02-10 00:00:00;1;154,72;Island Trading;Garden House Crowther Way;Cowes;UK;13;6.0;10;0.0;Konbu;6;8;2 kg box;6.0;24;0;5;False;1998-01-13;60.0
851;ISLAT;61;23;6146.0;1;3;2;132;Gold Customers;Island Trading;Helen Bennett;Marketing Manager;Garden House Crowther Way;Cowes;UK;(198) 555-8888;10315;4;1996-09-26 00:00:00;1996-10-24 00:00:00;2;41,76;Island Trading;Garden House Crowther Way;Cowes;UK;70;12.0;30;0.0;Outback Lager;7;1;24 - 355 ml bottles;15.0;15;10;30;False;1996-09-26;360.0
897;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10817;3;1998-01-06 00:00:00;1998-01-20 00:00:00;2;306,07;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;38;263.5;30;0.0;Cote de Blaye;18;1;12 - 75 cl bottles;263.5;17;0;15;False;1998-01-06;7905.0
890;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10325;1;1996-10-09 00:00:00;1996-10-23 00:00:00;3;64,86;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;31;10.0;4;0.0;Gorgonzola Telino;14;4;12 - 100 g pkgs;12.5;0;70;20;False;1996-10-09;40.0
891;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10718;1;1997-10-27 00:00:00;1997-11-24 00:00:00;3;170,88;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;36;19.0;40;0.0;Inlagd Sill;17;8;24 - 250 g  jars;19.0;112;0;20;False;1997-10-27;760.0
892;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10893;9;1998-02-18 00:00:00;1998-03-18 00:00:00;2;77,78;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;36;19.0;20;0.0;Inlagd Sill;17;8;24 - 250 g  jars;19.0;112;0;20;False;1998-02-18;380.0
893;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10542;1;1997-05-20 00:00:00;1997-06-17 00:00:00;3;10,95;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;54;7.45;24;0.05;Tourtiore;25;6;16 pies;7.45;21;0;10;False;1997-05-20;178.0
894;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10468;3;1997-03-07 00:00:00;1997-04-04 00:00:00;3;44,12;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;30;20.7;8;0.0;Nord-Ost Matjeshering;13;8;10 - 200 g glasses;25.89;10;0;15;False;1997-03-07;166.0
896;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10718;1;1997-10-27 00:00:00;1997-11-24 00:00:00;3;170,88;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;16;17.45;20;0.0;Pavlova;7;3;32 - 500 g boxes;17.45;29;0;10;False;1997-10-27;349.0
898;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10893;9;1998-02-18 00:00:00;1998-03-18 00:00:00;2;77,78;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;29;123.79;24;0.0;Thoringer Rostbratwurst;12;6;50 bags x 30 sausgs.;123.79;0;0;0;True;1998-02-18;2971.0
903;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10323;4;1996-10-07 00:00:00;1996-11-04 00:00:00;1;4,88;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;25;11.2;4;0.0;NuNuCa Nuo-Nougat-Creme;11;3;20 - 450 g glasses;14.0;76;0;30;False;1996-10-07;45.0
900;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10456;8;1997-02-25 00:00:00;1997-04-08 00:00:00;2;8,12;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;21;8.0;40;0.15;Sir Rodney's Scones;8;3;24 pkgs. x 4 pieces;10.0;3;40;5;False;1997-02-25;314.0
901;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10718;1;1997-10-27 00:00:00;1997-11-24 00:00:00;3;170,88;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;62;49.3;20;0.0;Tarte au sucre;29;3;48 pies;49.3;17;0;0;False;1997-10-27;986.0
902;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10817;3;1998-01-06 00:00:00;1998-01-20 00:00:00;2;306,07;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;62;49.3;25;0.15;Tarte au sucre;29;3;48 pies;49.3;17;0;0;False;1998-01-06;1229.0
889;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;11028;2;1998-04-16 00:00:00;1998-05-14 00:00:00;1;29,59;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;55;24.0;35;0.0;Poto chinois;25;6;24 boxes x 2 pies;24.0;115;0;20;False;1998-04-16;840.0
904;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10506;9;1997-04-15 00:00:00;1997-05-13 00:00:00;2;21,19;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;25;14.0;18;0.1;NuNuCa Nuo-Nougat-Creme;11;3;20 - 450 g glasses;14.0;76;0;30;False;1997-04-15;250.0
905;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10893;9;1998-02-18 00:00:00;1998-03-18 00:00:00;2;77,78;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;8;40.0;30;0.0;Northwoods Cranberry Sauce;3;2;12 - 12 oz jars;40.0;6;0;0;False;1998-02-18;1200.0
906;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10718;1;1997-10-27 00:00:00;1997-11-24 00:00:00;3;170,88;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;12;38.0;36;0.0;Queso Manchego La Pastora;5;4;10 - 500 g pkgs.;38.0;86;0;0;False;1997-10-27;1368.0
907;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10323;4;1996-10-07 00:00:00;1996-11-04 00:00:00;1;4,88;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;15;12.4;5;0.0;Genen Shouyu;6;2;24 - 250 ml bottles;15.5;39;0;5;False;1996-10-07;62.0
899;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10456;8;1997-02-25 00:00:00;1997-04-08 00:00:00;2;8,12;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;49;16.0;21;0.15;Maxilaku;23;3;24 - 50 g pkgs.;20.0;10;60;15;False;1997-02-25;333.0
888;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10630;1;1997-08-13 00:00:00;1997-09-10 00:00:00;2;32,35;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;55;24.0;12;0.05;Poto chinois;25;6;24 boxes x 2 pies;24.0;115;0;20;False;1997-08-13;287.0
895;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10893;9;1998-02-18 00:00:00;1998-03-18 00:00:00;2;77,78;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;30;25.89;35;0.0;Nord-Ost Matjeshering;13;8;10 - 200 g glasses;25.89;10;0;15;False;1998-02-18;906.0
886;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10799;9;1997-12-26 00:00:00;1998-02-06 00:00:00;3;30,76;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;24;4.5;20;0.15;Guarano Fantostica;10;1;12 - 355 ml cans;4.5;20;0;0;True;1997-12-26;87.0
869;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10323;4;1996-10-07 00:00:00;1996-11-04 00:00:00;1;4,88;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;39;14.4;4;0.0;Chartreuse verte;18;1;750 cc per bottle;18.0;69;0;5;False;1996-10-07;58.0
870;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10849;9;1998-01-23 00:00:00;1998-02-20 00:00:00;2;0,56;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;3;10.0;49;0.0;Aniseed Syrup;1;2;12 - 550 ml bottles;10.0;13;70;25;False;1998-01-23;490.0
871;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10630;1;1997-08-13 00:00:00;1997-09-10 00:00:00;2;32,35;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;76;18.0;35;0.0;Lakkalikori;23;1;500 ml;18.0;57;0;20;False;1997-08-13;630.0
872;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10457;2;1997-02-25 00:00:00;1997-03-25 00:00:00;1;11,57;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;59;44.0;36;0.0;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1997-02-25;1584.0
873;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10799;9;1997-12-26 00:00:00;1998-02-06 00:00:00;3;30,76;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;59;55.0;25;0.0;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1997-12-26;1375.0
874;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;11028;2;1998-04-16 00:00:00;1998-05-14 00:00:00;1;29,59;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;59;55.0;24;0.0;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1998-04-16;1320.0
887;KOENE;20;39;31704.0;3;4;4;344;Loyal Customers;Koniglich Essen;Philip Cramer;Sales Associate;Maubelstr. 90;Brandenburg;Germany;0555-09876;10893;9;1998-02-18 00:00:00;1998-03-18 00:00:00;2;77,78;Koniglich Essen;Maubelstr. 90;Brandenburg;Germany;24;4.5;10;0.0;Guarano Fantostica;10;1;12 - 355 ml cans;4.5;20;0;0;True;1998-02-18;45.0
